GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
874	0.999925	1.86e-01	0.6163	-1.3219934	-0.81476152	116.56	CBR3	carbonyl reductase 3
9980	0.999925	2.88e-01	0.1827	1.0618332	0.19397238	268.21	DOP1B	DOP1 leucine zipper like protein B
23515	0.999925	8.46e-01	0.3301	-0.1942939	-0.06413808	340.75	MORC3	MORC family CW-type zinc finger 3
8208	0.999925	8.16e-01	0.1597	-0.2330263	-0.03721193	309.21	CHAF1B	chromatin assembly factor 1 subunit B
6493	0.999925	6.03e-01	0.9141	0.519732	0.47509533	40.7	SIM2	SIM bHLH transcription factor 2
3141	0.999925	6.25e-01	0.1371	0.4889523	0.06701181	241.61	HLCS	holocarboxylase synthetase
51227	0.999925	4.40e-01	0.1757	-0.7717218	-0.13560619	311.79	PIGP	phosphatidylinositol glycan anchor biosynthesis class P
7267	0.999925	7.57e-01	0.2816	-0.3092636	-0.08710147	766.94	TTC3	tetratricopeptide repeat domain 3
10311	0.999925	8.36e-01	0.167	-0.2076396	-0.03468136	709.84	VPS26C	VPS26 endosomal protein sorting factor C
1859	0.999925	6.57e-01	0.1267	0.4437387	0.05621797	314.62	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A
3772	0.999925	4.87e-01	0.1101	0.6953205	0.07658779	399.28	KCNJ15	potassium inwardly rectifying channel subfamily J member 15
2114	0.999925	7.67e-01	0.5409	0.2963345	0.16027589	1917.22	ETS2	ETS proto-oncogene 2, transcription factor
102724740	0.999925	7.92e-01	1.3825	0.2633406	0.36406993	85.04	LINC02940	long intergenic non-protein coding RNA 2940
8624	0.999925	4.79e-01	0.2916	-0.7080745	-0.20649222	317.89	PSMG1	proteasome assembly chaperone 1
54014	0.999925	5.75e-01	0.2054	0.5608898	0.11520198	299.1	BRWD1	bromodomain and WD repeat domain containing 1
3150	0.999925	4.61e-01	0.2823	-0.7377022	-0.20821754	1065.43	HMGN1	high mobility group nucleosome binding domain 1
7485	0.999925	5.23e-01	0.3452	-0.639496	-0.22076615	276.49	GET1	guided entry of tail-anchored proteins factor 1
106865373	0.999925	2.89e-01	0.27	-1.0603805	-0.28627115	67.21	GET1-SH3BGR	GET1-SH3BGR readthrough
25825	0.999925	5.75e-01	0.3993	0.5605694	0.2238585	664.4	BACE2	beta-secretase 2
4599	0.999925	6.71e-01	0.7666	0.4246347	0.32551232	215.79	MX1	MX dynamin like GTPase 1
54101	0.999925	3.82e-01	0.4855	-0.8747652	-0.42467148	634.08	RIPK4	receptor interacting serine/threonine kinase 4
102724800	0.999925	1.31e-01	0.5399	-1.5116429	-0.81609239	20.13	LOC102724800	uncharacterized LOC102724800
63977	0.999925	3.92e-01	0.2756	0.8551014	0.2356825	59.22	PRDM15	PR/SET domain 15
25966	0.999925	9.74e-01	0.677	0.0325722	0.0220508	195.42	C2CD2	C2 calcium dependent domain containing 2
49854	0.999925	6.09e-01	0.359	0.5108217	0.18338615	265.95	ZBTB21	zinc finger and BTB domain containing 21
9619	0.999925	5.27e-01	1.9528	-0.633196	-1.23647457	36.16	ABCG1	ATP binding cassette subfamily G member 1
54020	0.999925	3.95e-01	0.2662	0.8506737	0.22648832	109.59	SLC37A1	solute carrier family 37 member 1
10785	0.999925	2.74e-01	0.252	-1.0944062	-0.27581211	46.36	WDR4	WD repeat domain 4
4731	0.999925	9.03e-01	0.5152	-0.1213861	-0.06253766	621.15	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3
5316	0.999925	6.53e-01	0.4174	0.4495188	0.18763588	372.59	PKNOX1	PBX/knotted 1 homeobox 1
875	0.999925	9.63e-01	0.6281	0.0462627	0.02905817	94.22	CBS	cystathionine beta-synthase
7307	0.999925	3.07e-01	0.0993	-1.0216831	-0.10141404	262.76	U2AF1	U2 small nuclear RNA auxiliary factor 1
101928399	0.999925	2.80e-01	1.0759	-1.0799096	-1.16185988	28.5	LINC01679	long intergenic non-protein coding RNA 1679
105377137	0.999925	5.77e-01	0.4679	-0.5576766	-0.260956	20.15	LNCSIK1	uncharacterized LOC105377137
150094	0.999925	3.23e-01	0.5033	-0.9883089	-0.49743252	76.85	SIK1	salt inducible kinase 1
54145	0.999925	7.84e-01	0.484	0.2735215	0.13239805	40.16	H2BC12L	H2B clustered histone 12 like
23076	0.999925	2.88e-01	0.1684	1.0616697	0.17874734	372.76	RRP1B	ribosomal RNA processing 1B
8566	0.999925	3.48e-01	0.2623	0.9377734	0.24595121	1037.95	PDXK	pyridoxal kinase
1476	0.999925	8.90e-01	0.1683	0.1381734	0.02325136	4348.23	CSTB	cystatin B
8568	0.999925	2.04e-01	0.2423	1.2690214	0.30751948	66.37	RRP1	ribosomal RNA processing 1
56894	0.999925	3.45e-01	0.2169	0.943587	0.20468785	631.52	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
7109	0.999925	9.42e-01	0.2743	-0.0722774	-0.0198261	223.46	TRAPPC10	trafficking protein particle complex subunit 10
5822	0.999925	1.15e-01	0.187	1.5765426	0.2947941	62.17	PWP2	PWP2 small subunit processome component
8209	0.999925	8.57e-01	0.2039	0.1807859	0.03687123	138.53	GATD3	glutamine amidotransferase class 1 domain containing 3
23308	0.999925	3.93e-01	0.9533	0.8547914	0.81491465	46.4	ICOSLG	inducible T cell costimulator ligand
5211	0.999925	7.78e-01	0.3037	0.2818562	0.08560639	427.12	PFKL	phosphofructokinase, liver type
755	0.999925	6.94e-01	0.3719	0.393229	0.1462584	32.92	CFAP410	cilia and flagella associated protein 410
7327	0.999925	9.15e-01	0.2262	-0.1072861	-0.02427231	257.91	UBE2G2	ubiquitin conjugating enzyme E2 G2
6612	0.999925	8.62e-01	0.248	-0.1734634	-0.04301928	1456.78	SUMO3	small ubiquitin like modifier 3
754	0.999925	8.79e-01	0.2334	0.1516532	0.03538885	1396.59	PTTG1IP	PTTG1 interacting protein
85395	0.999925	4.25e-01	0.2553	0.7970849	0.20349636	95.57	SLX9	SLX9 ribosome biogenesis factor
104	0.999925	8.89e-01	0.7588	0.1394919	0.10584245	34.77	ADARB1	adenosine deaminase RNA specific B1
23275	0.999925	2.01e-01	0.3332	1.279287	0.42626706	62.77	POFUT2	protein O-fucosyltransferase 2
642852	0.999925	6.20e-01	0.4248	-0.4957712	-0.21060481	29.34	LINC00205	long intergenic non-protein coding RNA 205
80781	0.999925	7.46e-01	0.9463	-0.3233577	-0.30598368	65.23	COL18A1	collagen type XVIII alpha 1 chain
6573	0.999925	1.77e-01	0.3384	1.3500742	0.45684973	98.6	SLC19A1	solute carrier family 19 member 1
1291	0.999925	7.58e-01	1.7561	-0.307833	-0.54057406	23.18	COL6A1	collagen type VI alpha 1 chain
4047	0.999925	3.83e-01	0.1825	0.8730938	0.15935152	386.11	LSS	lanosterol synthase
114044	0.999925	2.77e-01	0.2736	1.086055	0.2971426	47.39	MCM3AP-AS1	MCM3AP antisense RNA 1
8888	0.999925	6.25e-01	0.1549	0.488407	0.07563216	250.63	MCM3AP	minichromosome maintenance complex component 3 associated protein
54059	0.999925	7.34e-01	0.1896	0.3403578	0.06454443	186.35	YBEY	ybeY metalloendoribonuclease
54058	0.999925	4.59e-01	0.2168	-0.7399681	-0.16043957	85.06	C21orf58	chromosome 21 open reading frame 58
5116	0.999925	6.45e-01	0.237	-0.4609393	-0.10922525	192.36	PCNT	pericentrin
23181	0.999925	5.11e-01	0.1956	-0.6574144	-0.12860718	144.35	DIP2A	disco interacting protein 2 homolog A
3275	0.999925	5.77e-01	0.1509	-0.5578743	-0.08418331	240.59	PRMT2	protein arginine methyltransferase 2
503637	0.999925	9.14e-01	2.3956	-0.1077635	-0.25816222	41.21	DUXAP8	double homeobox A pseudogene 8
23765	0.999925	9.88e-01	0.284	-0.0145362	-0.00412765	251	IL17RA	interleukin 17 receptor A
27440	0.999925	5.33e-01	0.3388	0.622715	0.21096468	423.06	HDHD5	haloacid dehalogenase like hydrolase domain containing 5
83733	0.999925	4.39e-01	0.2229	-0.773767	-0.17244778	54.55	SLC25A18	solute carrier family 25 member 18
529	0.999925	5.19e-01	0.2099	-0.6445841	-0.13527031	2205.47	ATP6V1E1	ATPase H+ transporting V1 subunit E1
23786	0.999925	8.08e-01	0.0831	0.2433972	0.02023322	1151.39	BCL2L13	BCL2 like 13
637	0.999925	1.08e-01	0.1607	1.6092205	0.25854243	1045.26	BID	BH3 interacting domain death agonist
57553	0.999925	5.77e-01	0.2182	0.558272	0.12183624	571.3	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3
55670	0.999925	7.81e-01	0.1503	-0.2774446	-0.04170797	615.1	PEX26	peroxisomal biogenesis factor 26
11274	0.999925	9.01e-01	0.4393	0.123883	0.05442462	135.7	USP18	ubiquitin specific peptidase 18
728229	0.999925	2.42e-01	0.818	-1.1691756	-0.95642713	20.77	TMEM191B	transmembrane protein 191B
728233	0.999925	9.35e-01	0.4998	-0.0813731	-0.04066834	110.2	PI4KAP1	phosphatidylinositol 4-kinase alpha pseudogene 1
8214	0.999925	6.44e-01	0.443	0.462001	0.20466318	26.5	DGCR6	DiGeorge syndrome critical region gene 6
5625	0.999925	4.63e-01	0.7819	-0.7335078	-0.57354944	63.69	PRODH	proline dehydrogenase 1
9993	0.999925	7.20e-01	0.2874	0.3578077	0.10282367	600.04	DGCR2	DiGeorge syndrome critical region gene 2
25786	0.999925	9.91e-01	0.4148	-0.0115001	-0.00477004	18.37	DGCR11	DiGeorge syndrome critical region gene 11
8220	0.999925	8.34e-01	0.3578	-0.2089802	-0.07477177	136.95	ESS2	ess-2 splicing factor homolog
6576	0.999925	3.55e-01	0.2969	0.9255212	0.27481102	1038.57	SLC25A1	solute carrier family 25 member 1
8218	0.999925	7.69e-01	0.5194	0.2934362	0.15241522	77.48	CLTCL1	clathrin heavy chain like 1
7290	0.999925	7.45e-01	0.1807	0.3247651	0.05867907	389.83	HIRA	histone cell cycle regulator
128977	0.999925	4.68e-02	0.1237	-1.9883975	-0.24596477	224.43	C22orf39	chromosome 22 open reading frame 39
105372860	0.999925	6.61e-02	0.2663	-1.8380594	-0.48941298	41.48	UFD1-AS1	UFD1 antisense RNA 1
7353	0.999925	3.52e-02	0.2075	-2.1058395	-0.43688898	1208.21	UFD1	ubiquitin recognition factor in ER associated degradation 1
8318	0.999925	2.13e-01	0.2665	-1.2456719	-0.33202256	312.12	CDC45	cell division cycle 45
5413	0.999925	2.58e-01	1.9254	-1.1302962	-2.17629789	40.25	SEPTIN5	septin 5
100526833	0.999925	3.63e-01	2.35	-0.908962	-2.13602539	43.87	SEPT5-GP1BB	SEPT5-GP1BB readthrough
6899	0.999925	7.14e-01	1.1339	0.3658451	0.41484109	69.95	TBX1	T-box transcription factor 1
54584	0.999925	7.58e-01	0.4025	0.3075612	0.12379327	58.39	GNB1L	G protein subunit beta 1 like
79680	0.999925	8.27e-01	0.3915	0.2183512	0.0854829	240.1	RTL10	retrotransposon Gag like 10
10587	0.999925	8.87e-01	0.3522	-0.1416073	-0.04987939	98.19	TXNRD2	thioredoxin reductase 2
1312	0.999925	9.44e-01	0.3675	0.0699233	0.02569378	1200.52	COMT	catechol-O-methyltransferase
100616414	0.999925	9.94e-01	0.4558	0.0075855	0.00345755	161.19	MIR4761	microRNA 4761
421	0.999925	4.33e-01	0.2663	-0.7835518	-0.20867542	35.59	ARVCF	ARVCF delta catenin family member
128989	0.999925	5.62e-01	0.2562	-0.5801077	-0.14862655	480.57	TANGO2	transport and golgi organization 2 homolog
54487	0.999925	7.67e-01	0.2477	0.2961702	0.07336371	150.93	DGCR8	DGCR8 microprocessor complex subunit
27037	0.999925	8.97e-01	0.2959	0.1295735	0.03833824	131.94	TRMT2A	tRNA methyltransferase 2 homolog A
5902	0.999925	4.68e-01	0.1808	-0.7260063	-0.13126529	3121.32	RANBP1	RAN binding protein 1
29801	0.999925	2.52e-01	0.3659	1.1460369	0.41933192	226.81	ZDHHC8	zinc finger DHHC-type palmitoyltransferase 8
65078	0.999925	8.86e-01	0.8482	0.1428473	0.12116112	58.12	RTN4R	reticulon 4 receptor
85359	0.999925	7.02e-01	0.266	0.3826448	0.10179185	218.47	DGCR6L	DiGeorge syndrome critical region gene 6 like
373856	0.999925	8.73e-01	0.4748	-0.1592728	-0.07561609	30.6	USP41	ubiquitin specific peptidase 41
7625	0.999925	1.81e-01	0.1877	1.3385929	0.25130734	80.26	ZNF74	zinc finger protein 74
84861	0.999925	9.79e-01	0.3288	0.0269107	0.00884897	194.19	KLHL22	kelch like family member 22
51586	0.999925	1.77e-01	0.3665	1.3485586	0.494242	1456.57	MED15	mediator complex subunit 15
84222	0.999925	2.52e-01	0.4592	-1.1443118	-0.52542973	56.04	TMEM191A	transmembrane protein 191A (pseudogene)
5297	0.999925	4.71e-01	0.1993	0.720419	0.14354648	778.81	PI4KA	phosphatidylinositol 4-kinase alpha
9342	0.999925	2.25e-01	0.1471	-1.2122909	-0.17826903	601.39	SNAP29	synaptosome associated protein 29
1399	0.999925	3.91e-01	0.1688	0.8575252	0.14471668	2243.88	CRKL	CRK like proto-oncogene, adaptor protein
8216	0.999925	1.55e-01	0.2688	1.4234499	0.3826112	133.82	LZTR1	leucine zipper like transcription regulator 1
80764	0.999925	8.15e-01	0.3283	0.2335589	0.07668051	107.17	THAP7	THAP domain containing 7
439931	0.999925	4.35e-01	0.2509	0.7813315	0.19601077	69.19	THAP7-AS1	THAP7 antisense RNA 1
113691	0.999925	9.42e-01	1.1859	-0.0733795	-0.08702261	18.01	TUBA3FP	tubulin alpha 3f pseudogene
23119	0.999925	4.24e-01	0.5176	-0.7994974	-0.41381174	74.33	HIC2	HIC ZBTB transcriptional repressor 2
645426	0.999925	5.10e-01	0.5286	-0.6594617	-0.34857807	20.57	TMEM191C	transmembrane protein 191C
375133	0.999925	7.34e-01	0.3532	-0.3403608	-0.12021554	121.27	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2
7332	0.999925	3.69e-01	0.1416	0.8984466	0.12719434	3129.54	UBE2L3	ubiquitin conjugating enzyme E2 L3
150223	0.999925	4.88e-01	0.3302	0.6927656	0.22874061	201.9	YDJC	YdjC chitooligosaccharide deacetylase homolog
23753	0.999925	7.34e-01	0.2936	-0.3401517	-0.09988307	56.69	SDF2L1	stromal cell derived factor 2 like 1
23759	0.999925	3.61e-01	0.2475	0.9130715	0.22602137	536.21	PPIL2	peptidylprolyl isomerase like 2
29799	0.999925	4.80e-01	0.287	-0.7055684	-0.202503	28.8	YPEL1	yippee like 1
5594	0.999925	9.31e-01	0.1369	0.0872139	0.01193748	3850.17	MAPK1	mitogen-activated protein kinase 1
9647	0.999925	1.55e-01	0.2556	1.4226193	0.36364804	155.32	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
8940	0.999925	3.91e-01	0.4218	0.8574919	0.36167051	140.97	TOP3B	DNA topoisomerase III beta
96610	0.999925	4.70e-01	0.1839	0.7217836	0.13273063	511.28	BMS1P20	BMS1 pseudogene 20
23532	0.999925	9.64e-01	1.976	-0.0452952	-0.089502	74.21	PRAME	PRAME nuclear receptor transcriptional regulator
9609	0.999925	8.87e-01	1.4127	0.1426203	0.20148367	109.03	RAB36	RAB36, member RAS oncogene family
613	0.999925	1.25e-01	0.2186	1.5333066	0.33521553	570.57	BCR	BCR activator of RhoGEF and GTPase
91316	0.999925	8.88e-01	0.2788	0.1407993	0.03926039	45.29	GUSBP11	GUSB pseudogene 11
7621	0.999925	3.77e-01	0.3456	0.8839604	0.30552761	40.9	ZNF70	zinc finger protein 70
150248	0.999925	9.80e-01	0.2396	-0.02567	-0.0061495	110.44	C22orf15	chromosome 22 open reading frame 15
400916	0.999925	4.91e-01	0.3513	0.6882753	0.2417691	1033.95	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10
6598	0.999925	8.16e-01	0.2089	0.2333233	0.04874047	1776.55	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
66035	0.999925	8.44e-01	0.1681	0.1962851	0.03299055	59.19	SLC2A11	solute carrier family 2 member 11
284889	0.999925	5.59e-01	0.3336	0.5837198	0.1947449	3886.32	MIF-AS1	MIF antisense RNA 1
4282	0.999925	5.60e-01	0.3345	0.5828423	0.19494766	3881.19	MIF	macrophage migration inhibitory factor
653689	0.999925	3.54e-01	0.2571	-0.9259599	-0.23803181	122.63	GSTT2B	glutathione S-transferase theta 2B
100037417	0.999925	7.06e-01	0.2549	0.3775854	0.09624844	1458.68	DDTL	D-dopachrome tautomerase like
1652	0.999925	7.12e-01	0.2567	0.3687716	0.09465426	1433.14	DDT	D-dopachrome tautomerase
2953	0.999925	2.64e-01	0.2623	-1.1158241	-0.29266044	104.02	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)
23523	0.999925	5.14e-01	0.2654	0.6524761	0.17318458	518.16	CABIN1	calcineurin binding protein 1
101730217	0.999925	9.62e-01	0.1869	-0.0476892	-0.00891439	156.5	SPECC1L-ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)
23384	0.999925	7.02e-01	0.1865	0.3831949	0.07145009	364.45	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
83606	0.999925	3.05e-01	0.2232	1.0258929	0.2289733	814.19	GUCD1	guanylyl cyclase domain containing 1
6634	0.999925	7.27e-02	0.1595	-1.7946916	-0.28618845	1759.3	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
2678	0.999925	9.38e-01	1.4108	0.0784066	0.11061625	60.93	GGT1	gamma-glutamyltransferase 1
388886	0.999925	9.88e-01	1.7016	0.0146788	0.02497731	53.99	LRRC75B	leucine rich repeat containing 75B
85379	0.999925	7.69e-01	0.227	-0.2936199	-0.06664844	1119.51	KIAA1671	KIAA1671
1417	0.999925	8.83e-01	0.1876	-0.1468277	-0.02754657	465.3	CRYBB3	crystallin beta B3
1416	0.999925	7.16e-01	0.4878	-0.3643685	-0.17775631	61.6	CRYBB2P1	crystallin beta B2 pseudogene 1
89781	0.999925	2.19e-02	0.1711	2.2923824	0.3921686	324.95	HPS4	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
402055	0.999925	8.11e-01	0.0941	-0.239223	-0.02251381	282.27	SRRD	SRR1 domain containing
24144	0.999925	9.84e-01	0.1346	-0.0201365	-0.00271107	323.05	TFIP11	tuftelin interacting protein 11
100507599	0.999925	8.71e-01	0.5196	-0.1621489	-0.08424752	20.1	TFIP11-DT	TFIP11 divergent transcript
8459	0.999925	4.78e-01	0.2986	0.7095325	0.21185591	431.43	TPST2	tyrosylprotein sulfotransferase 2
4330	0.999925	1.52e-01	0.8956	-1.4308889	-1.28156542	214.2	MN1	MN1 proto-oncogene, transcriptional regulator
23760	0.999925	7.61e-01	0.2944	0.3042897	0.08958117	1255.7	PITPNB	phosphatidylinositol transfer protein beta
284900	0.999925	7.84e-01	0.4469	-0.2735365	-0.12224159	57.53	TTC28-AS1	TTC28 antisense RNA 1
23331	0.999925	9.17e-01	0.9481	-0.1036576	-0.09827722	19.38	TTC28	tetratricopeptide repeat domain 28
11200	0.999925	4.44e-01	0.1637	0.7659917	0.12535709	493.02	CHEK2	checkpoint kinase 2
150274	0.999925	6.17e-01	0.2302	-0.4996483	-0.11504033	256.17	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone
150275	0.999925	7.07e-01	0.2255	-0.3761904	-0.08483765	288.85	CCDC117	coiled-coil domain containing 117
7494	0.999925	6.50e-01	0.4455	0.4536004	0.20207459	2964.93	XBP1	X-box binding protein 1
84133	0.999925	1.82e-02	0.1664	2.3618197	0.39289566	190.69	ZNRF3	zinc and ring finger 3
83999	0.999925	4.54e-01	0.2605	-0.7495569	-0.19525505	985.5	KREMEN1	kringle containing transmembrane protein 1
25807	0.999925	5.31e-01	0.4362	-0.6258905	-0.27299164	45.92	RHBDD3	rhomboid domain containing 3
2130	0.999925	6.22e-01	0.162	-0.4932565	-0.07991682	2110.91	EWSR1	EWS RNA binding protein 1
10634	0.999925	9.51e-01	0.4665	0.060944	0.02843216	272.38	GAS2L1	growth arrest specific 2 like 1
162	0.999925	4.81e-01	0.2676	0.705062	0.18869091	2124.22	AP1B1	adaptor related protein complex 1 subunit beta 1
8563	0.999925	8.25e-01	0.1432	-0.2212387	-0.03167805	771.61	THOC5	THO complex subunit 5
8508	0.999925	1.96e-01	0.2508	1.2940543	0.32458167	1152.23	NIPSNAP1	nipsnap homolog 1
4771	0.999925	2.51e-01	0.1744	1.147513	0.20017802	618.1	NF2	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor
164633	0.999925	7.56e-01	0.3566	0.3112197	0.11099265	44.43	CABP7	calcium binding protein 7
55954	0.999925	6.90e-01	0.2425	-0.399178	-0.09680193	148.94	ZMAT5	zinc finger matrin-type 5
29796	0.999925	9.88e-02	0.1326	-1.6505511	-0.21894274	4261.3	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X
84164	0.999925	5.39e-01	0.1779	0.6137288	0.10918466	655.33	ASCC2	activating signal cointegrator 1 complex subunit 2
8897	0.999925	5.67e-01	0.1703	0.5728926	0.0975735	390.65	MTMR3	myotubularin related protein 3
652968	0.999925	2.45e-01	0.3184	1.1633628	0.37039903	214.24	CASTOR1	cytosolic arginine sensor for mTORC1 subunit 1
83874	0.999925	3.71e-01	0.3432	0.894468	0.30702292	300.85	TBC1D10A	TBC1 domain family member 10A
10291	0.999925	5.82e-02	0.1949	1.8942674	0.36927444	2936.04	SF3A1	splicing factor 3a subunit 1
550631	0.999925	7.46e-01	0.2927	-0.323897	-0.09481593	45.47	CCDC157	coiled-coil domain containing 157
200312	0.999925	4.13e-01	0.3931	0.8183976	0.32171343	20.65	RNF215	ring finger protein 215
23541	0.999925	9.39e-01	0.4403	0.0762051	0.03355472	242.13	SEC14L2	SEC14 like lipid binding 2
51537	0.999925	6.39e-01	0.3515	0.4690066	0.16487024	197.35	MTFP1	mitochondrial fission process 1
23481	0.999925	6.70e-01	0.2499	0.4255886	0.10635985	590.61	PES1	pescadillo ribosomal biogenesis factor 1
6948	0.999925	9.30e-01	1.5997	0.0874837	0.13994676	25.81	TCN2	transcobalamin 2
339665	0.999925	4.71e-01	0.2857	-0.7207188	-0.20588722	84.17	SLC35E4	solute carrier family 35 member E4
150290	0.999925	4.26e-01	0.4502	-0.7968574	-0.35871081	113.32	DUSP18	dual specificity phosphatase 18
23762	0.999925	3.95e-01	0.3403	0.8500207	0.28925791	48.96	OSBP2	oxysterol binding protein 2
22880	0.999925	1.93e-02	0.1982	2.3389762	0.46356327	244.52	MORC2	MORC family CW-type zinc finger 2
55000	0.999925	8.10e-01	0.2368	-0.2405987	-0.05698039	2221.67	TUG1	taurine up-regulated 1
6525	0.999925	2.20e-01	0.519	1.226332	0.63650657	150.56	SMTN	smoothelin
140606	0.999925	6.48e-01	1.0452	0.4560308	0.47663435	247.05	SELENOM	selenoprotein M
27124	0.999925	5.76e-01	0.5676	-0.559336	-0.3174914	23.77	INPP5J	inositol polyphosphate-5-phosphatase J
91445	0.999925	4.64e-01	0.245	0.7330736	0.17962515	589.37	RNF185	ring finger protein 185
3985	0.999925	7.88e-01	0.2618	-0.2685003	-0.0702935	349.2	LIMK2	LIM domain kinase 2
113791	0.999925	7.33e-01	0.7726	-0.3404822	-0.26306558	111.23	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
23598	0.999925	2.10e-01	0.2761	1.2532648	0.34608794	244.14	PATZ1	POZ/BTB and AT hook containing zinc finger 1
54944	0.999925	6.65e-01	0.2227	-0.4336338	-0.09655736	61.62	LINC01521	long intergenic non-protein coding RNA 1521
4733	0.999925	9.09e-01	0.1656	0.1149148	0.01903084	1264.85	DRG1	developmentally regulated GTP binding protein 1
56478	0.999925	9.54e-02	0.1392	1.6673253	0.23214048	224.67	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1
9814	0.999925	6.16e-01	0.3138	0.5013421	0.15732283	82.32	SFI1	SFI1 centrin binding protein
23761	0.999925	1.39e-01	0.261	1.4806709	0.38642814	363.15	PISD	phosphatidylserine decarboxylase
253143	0.999925	2.09e-01	0.1334	1.2551396	0.16744878	574.68	PRR14L	proline rich 14 like
9681	0.999925	8.77e-01	0.2301	0.1543295	0.0355074	181.5	DEPDC5	DEP domain containing 5, GATOR1 subcomplex subunit
7533	0.999925	9.23e-01	0.1699	-0.0972709	-0.01652681	1401.37	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
6523	0.999925	2.51e-01	1.887	1.1475612	2.16540763	23.06	SLC5A1	solute carrier family 5 member 1
51493	0.999925	2.27e-01	0.1051	-1.2079808	-0.12690479	704.73	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
25793	0.999925	4.44e-01	0.0969	0.7651729	0.07410868	1932.08	FBXO7	F-box protein 7
7078	0.999925	9.04e-01	1.5972	-0.1209047	-0.19311422	560.64	TIMP3	TIMP metallopeptidase inhibitor 3
9215	0.999925	8.72e-01	1.9394	-0.161069	-0.312379	24.55	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
10042	0.999925	8.24e-01	0.3175	0.2227444	0.07072628	488.23	HMGXB4	HMG-box containing 4
10043	0.999925	9.51e-01	0.3864	-0.0614405	-0.02374183	112.4	TOM1	target of myb1 membrane trafficking protein
3162	0.999925	6.75e-01	0.4896	0.4197275	0.2054872	110.86	HMOX1	heme oxygenase 1
4174	0.999925	8.35e-01	0.3133	-0.2079605	-0.06515086	1160.45	MCM5	minichromosome maintenance complex component 5
80830	0.999925	7.09e-01	0.5096	0.3736873	0.19043692	1757.59	APOL6	apolipoprotein L6
23543	0.999925	4.98e-01	0.1479	-0.6781345	-0.10031835	3979.42	RBFOX2	RNA binding fox-1 homolog 2
80833	0.999925	6.31e-01	0.7994	0.4802332	0.38389638	103.88	APOL3	apolipoprotein L3
23780	0.999925	4.52e-01	0.2717	-0.7524681	-0.20442498	95.58	APOL2	apolipoprotein L2
8542	0.999925	6.35e-01	0.9195	0.4742443	0.43604397	221.42	APOL1	apolipoprotein L1
112268296	0.999925	7.90e-01	1.0469	0.2658205	0.27828965	32.23	LOC112268296	
4627	0.999925	2.41e-01	0.1907	1.1723755	0.22361146	4362.67	MYH9	myosin heavy chain 9
25828	0.999925	7.33e-01	0.2564	0.3414813	0.08754651	1261.74	TXN2	thioredoxin 2
80020	0.999925	6.97e-01	0.4606	0.3895126	0.17941282	542.48	FOXRED2	FAD dependent oxidoreductase domain containing 2
8664	0.999925	7.18e-01	0.2775	0.3610191	0.10019851	6799.33	EIF3D	eukaryotic translation initiation factor 3 subunit D
11020	0.999925	6.81e-01	0.5932	-0.4109236	-0.24377383	103.51	IFT27	intraflagellar transport 27
7263	0.999925	4.35e-01	0.3652	-0.7806191	-0.28504316	211.79	TST	thiosulfate sulfurtransferase
4357	0.999925	3.25e-01	0.269	0.9844342	0.26484791	326.69	MPST	mercaptopyruvate sulfurtransferase
79734	0.999925	7.15e-01	0.4269	0.3652508	0.15593267	20.75	KCTD17	potassium channel tetramerization domain containing 17
114904	0.999925	3.38e-01	0.2996	0.9586491	0.28721569	484.23	C1QTNF6	C1q and TNF related 6
5880	0.999925	1.33e-01	0.4944	1.5011947	0.74213923	1696.59	RAC2	Rac family small GTPase 2
114794	0.999925	6.84e-01	0.546	-0.4070889	-0.22226388	51.44	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2
29775	0.999925	9.48e-01	0.4264	-0.0652368	-0.02781545	198.83	CARD10	caspase recruitment domain family member 10
11135	0.999925	3.49e-02	0.3657	2.1100964	0.771633	866.45	CDC42EP1	CDC42 effector protein 1
26088	0.999925	2.35e-01	0.3108	1.1875056	0.36902413	282.64	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1
